Time (IST),Latitude,Longitude,Course,kts,mph,meters,Rate,Reporting Facility,Time Diff,m/s,Dist from lp,tilt
,17.22813060180944,78.39555424523209,89.0,170.0,3.197442310920451e-14,625.1910162834553,0.0,,0.0,1.4210854715202004e-14,0.0,0.0
,17.22813128542809,78.39559524945233,89.0,170.0,19.600000000000033,625.1910162834553,0.0,,1.0,8.711111111111126,4.35555555555557,0.0
,17.228133336284046,78.39571826211441,89.0,170.0,39.20000000000004,625.1910162834553,0.0,,1.0,17.42222222222224,13.066666666666682,0.0
,17.2281367543773,78.39592328322169,89.0,170.0,58.80000000000004,625.1910162834553,0.0,,1.0,26.13333333333335,21.777777777777793,0.0
,17.22814153970786,78.3962103127793,89.0,170.0,78.40000000000003,625.1910162834553,0.0,,1.0,34.84444444444446,30.48888888888891,0.0
,17.228147692275723,78.39657935079424,89.0,170.0,98.00000000000003,625.1910162834553,0.0,,1.0,43.55555555555557,39.20000000000002,0.0
,17.228155212080893,78.3970303972753,89.0,170.0,117.60000000000002,625.1910162834553,0.0,,1.0,52.26666666666668,47.911111111111126,0.0
,17.22816409912336,78.39756345223311,89.0,170.0,137.20000000000002,625.1910162834553,0.0,,1.0,60.97777777777779,56.622222222222234,0.0
,17.228174353403134,78.3981785156801,89.0,170.0,156.8,625.1910162834553,0.0,,1.0,69.6888888888889,65.33333333333334,0.0
,17.228185974920212,78.39887558763053,89.0,170.0,176.4,625.1910162834553,0.0,,1.0,78.4,74.04444444444445,0.0
,17.228198963674593,78.39965466810048,89.0,170.0,196.0,625.1910162834553,0.0,,1.0,87.11111111111111,82.75555555555556,0.0
,17.22821263275539,78.40047455539448,89.0,170.0,196.0,627.1025662934245,0.0,,1.0,87.11111111111111,87.11111111111111,1.2050114045150098
,17.22822630155621,78.40129442595554,89.0,170.0,196.0,629.0937297108532,0.0,,1.0,87.11111111111111,87.11111111111111,1.257388848030953
,17.228239970065623,78.4021142790985,89.0,170.0,196.0,631.164504871753,0.0,,1.0,87.11111111111111,87.11111111111111,1.3097662915468962
,17.22825363827221,78.40293411413823,89.0,170.0,196.0,633.3148900456057,0.0,,1.0,87.11111111111111,87.11111111111111,1.3621437350628394
,17.22826730616455,78.40375393038958,89.0,170.0,196.0,635.5448834353637,0.0,,1.0,87.11111111111111,87.11111111111111,1.4145211785787826
,17.228280973731216,78.40457372716746,89.0,170.0,196.0,637.8544831774519,0.0,,1.0,87.11111111111111,87.11111111111111,1.4668986220947258
,17.228294640960794,78.40539350378674,89.0,170.0,196.0,640.2436873417695,0.0,,1.0,87.11111111111111,87.11111111111111,1.519276065610669
,17.228308307841854,78.40621325956236,89.0,170.0,196.0,642.7124939316911,0.0,,1.0,87.11111111111111,87.11111111111111,1.5716535091266122
,17.22832197436298,78.40703299380927,89.0,170.0,196.0,645.260900884069,0.0,,1.0,87.11111111111111,87.11111111111111,1.6240309526425554
,17.228335640512746,78.4078527058424,89.0,170.0,196.0,647.8889060692342,0.0,,1.0,87.11111111111111,87.11111111111111,1.6764083961584986
