Time (IST),Latitude,Longitude,Course,kts,mph,meters,Rate,Reporting Facility,Time Diff,m/s,Dist from lp,tilt
,33.98774712861055,74.77295115289026,135.0,180.0,-3.197442310920451e-14,1664.1471066575405,0.0,,0.0,-1.4210854715202004e-14,0.0,0.0
,33.987717876455875,74.77298643226402,135.0,180.0,20.699999999999967,1664.1471066575405,0.0,,1.0,9.199999999999985,4.599999999999985,0.0
,33.98763011999185,74.77309227027604,135.0,180.0,41.39999999999996,1664.1471066575405,0.0,,1.0,18.399999999999984,13.799999999999985,0.0
,33.987483859218464,74.77326866665915,135.0,180.0,62.099999999999966,1664.1471066575405,0.0,,1.0,27.599999999999984,22.999999999999986,0.0
,33.98727909413572,74.77351562100047,135.0,180.0,82.79999999999995,1664.1471066575405,0.0,,1.0,36.79999999999998,32.19999999999998,0.0
,33.98701582474364,74.77383313274144,135.0,180.0,103.49999999999997,1664.1471066575405,0.0,,1.0,45.999999999999986,41.399999999999984,0.0
,33.98669405104219,74.7742212011778,135.0,180.0,124.19999999999997,1664.1471066575405,0.0,,1.0,55.19999999999999,50.59999999999999,0.0
,33.9863137730314,74.77467982545953,135.0,180.0,144.89999999999998,1664.1471066575405,0.0,,1.0,64.39999999999999,59.79999999999999,0.0
,33.98587499071125,74.775209004591,135.0,180.0,165.6,1664.1471066575405,0.0,,1.0,73.6,69.0,0.0
,33.98537770408175,74.77580873743092,135.0,180.0,186.29999999999998,1664.1471066575405,0.0,,1.0,82.8,78.2,0.0
,33.984821913142895,74.7764790226923,135.0,180.0,207.0,1664.1471066575405,0.0,,1.0,92.0,87.4,0.0
,33.98423812479021,74.77718306806894,135.0,180.0,207.0,1670.1692755586612,0.0,,1.0,92.0,92.0,3.3553587719469995
,33.983654616400756,74.77788677098047,135.0,180.0,207.0,1676.8286927102033,0.0,,1.0,92.0,92.0,3.7531711491132453
,33.983071416103705,74.77859009751113,135.0,180.0,207.0,1684.1250370820376,0.0,,1.0,92.0,92.0,4.150983526279491
,33.98248855201334,74.77929301376392,135.0,180.0,207.0,1692.0579569397223,0.0,,1.0,92.0,92.0,4.548795903445737
,33.98190605222778,74.77999548586236,135.0,180.0,207.0,1700.627069861459,0.0,,1.0,92.0,92.0,4.946608280611983
,33.98132394482753,74.78069747995204,135.0,180.0,207.0,1709.831962756527,0.0,,1.0,92.0,92.0,5.344420657778229
,33.98074225787423,74.78139896220229,135.0,180.0,207.0,1719.672191885199,0.0,,1.0,92.0,92.0,5.742233034944475
,33.980161019409216,74.78209989880781,135.0,180.0,207.0,1730.1472828801311,0.0,,1.0,92.0,92.0,6.14004541211072
,33.97958025745222,74.78280025599028,135.0,180.0,207.0,1741.2567307692307,0.0,,1.0,92.0,92.0,6.537857789276966
Sun 15:49:46,33.979,74.7835,135.0,180.0,207.0,1753.0,0.0, FlightAware ADS-B  (SXR / VISR) ,1.0,92.0,92.0,6.935670166443212
Sun 15:50:06,33.9671,74.7975,136.0,181.0,208.0,1989.0,541.0, FlightAware ADS-B  (SXR / VISR) ,20.0,92.44444444444444,1848.888888888889,7.333482543609458
Sun 15:50:24,33.9541,74.8086,160.0,206.0,237.0,2096.0,349.0, FlightAware ADS-B  (SXR / VISR) ,18.0,105.33333333333333,1896.0,3.2351831720532815
Sun 15:50:44,33.934,74.8076,194.0,229.0,264.0,2210.0,376.0, FlightAware ADS-B  (SXR / VISR) ,20.0,117.33333333333333,2346.6666666666665,2.784498881772088
Sun 15:51:09,33.9066,74.7978,197.0,263.0,303.0,2377.0,704.0, FlightAware ADS-B  (SXR / VISR) ,25.0,134.66666666666666,3366.6666666666665,2.843264392143196
Sun 15:51:34,33.8769,74.7873,194.0,258.0,297.0,2797.0,999.0, FlightAware ADS-B  (SXR / VISR) ,25.0,132.0,3300.0,7.31202192626693
Sun 15:52:14,33.8307,74.7959,167.0,252.0,290.0,3459.0,947.0, FlightAware ADS-B  (SXR / VISR) ,40.0,128.88888888888889,5155.555555555556,7.377443041257738
Sun 15:52:44,33.7966,74.8044,169.0,253.0,291.0,3901.0,892.0, FlightAware ADS-B  (SXR / VISR) ,30.0,129.33333333333334,3880.0000000000005,6.541193541060487
Sun 15:53:14,33.7619,74.8128,169.0,252.0,290.0,4351.0,802.0, FlightAware ADS-B  (SXR / VISR) ,30.0,128.88888888888889,3866.6666666666665,6.683187949075733
Sun 15:53:45,33.727,74.821,169.0,259.0,298.0,4717.0,682.0, FlightAware ADS-B  (SXR / VISR) ,31.0,132.44444444444446,4105.777777777778,5.114287544435152
Sun 15:54:15,33.6911,74.8298,169.0,268.0,308.0,5044.0,666.0, FlightAware ADS-B  (SXR / VISR) ,30.0,136.88888888888889,4106.666666666667,4.567104365529959
Sun 15:54:55,33.6412,74.8419,169.0,277.0,319.0,5494.0,594.0, FlightAware ADS-B  (SXR / VISR) ,40.0,141.77777777777777,5671.111111111111,4.551177676933302
Sun 15:55:25,33.6022,74.8512,169.0,293.0,337.0,5738.0,572.0, FlightAware ADS-B  (SXR / VISR) ,30.0,149.77777777777777,4493.333333333333,3.112844972291672
Sun 15:55:55,33.5622,74.8607,169.0,298.0,343.0,6066.0,553.0, FlightAware ADS-B  (SXR / VISR) ,30.0,152.44444444444446,4573.333333333334,4.112791019350172
Sun 15:56:27,33.5181,74.8714,169.0,312.0,359.0,6309.0,398.0, FlightAware ADS-B  (SXR / VISR) ,32.0,159.55555555555554,5105.777777777777,2.727916592957976
Sun 15:56:57,33.4732,74.8822,169.0,335.0,386.0,6477.0,334.0, FlightAware ADS-B  (SXR / VISR) ,30.0,171.55555555555554,5146.666666666666,1.8706090398815096
Sun 15:57:30,33.4222,74.8946,169.0,358.0,412.0,6660.0,317.0, FlightAware ADS-B  (OPLH) ,33.0,183.11111111111111,6042.666666666667,1.7354475510727825
Sun 15:57:59,33.3737,74.9066,166.0,376.0,433.0,6805.0,305.0, FlightAware ADS-B  (OPLH) ,29.0,192.44444444444446,5580.88888888889,1.488799216594564
Sun 15:58:21,33.3361,74.9247,154.0,391.0,450.0,6919.0,369.0, FlightAware ADS-B  (OPLH) ,22.0,200.0,4400.0,1.4846476943441256
Sun 15:58:51,33.2898,74.9549,151.0,403.0,464.0,7125.0,510.0, FlightAware ADS-B  (PEW / OPPS) ,30.0,206.22222222222223,6186.666666666667,1.9081539905782277
Sun 15:59:22,33.2372,74.9893,151.0,404.0,465.0,7437.0,495.0, FlightAware ADS-B  (OPLH) ,31.0,206.66666666666666,6406.666666666666,2.7913668130142693
Sun 15:59:52,33.1873,75.0218,151.0,415.0,478.0,7628.0,419.0, FlightAware ADS-B  (SXR / VISR) ,30.0,212.44444444444446,6373.333333333334,1.717332527372568
Sun 16:00:22,33.136,75.0552,151.0,421.0,484.0,7856.0,457.0, FlightAware ADS-B  (SXR / VISR) ,30.0,215.11111111111111,6453.333333333333,2.0247144104720847
Sun 16:00:52,33.0845,75.0888,151.0,426.0,490.0,8085.0,472.0, FlightAware ADS-B  (SXR / VISR) ,30.0,217.77777777777777,6533.333333333333,2.0086869837225487
Sun 16:01:22,33.0319,75.1231,151.0,430.0,495.0,8329.0,511.0, FlightAware ADS-B  (SXR / VISR) ,30.0,220.0,6600.0,2.1186904162879996
Sun 16:01:52,32.9798,75.157,151.0,430.0,495.0,8595.0,493.0, FlightAware ADS-B  (SXR / VISR) ,30.0,220.0,6600.0,2.3098191457072628
Sun 16:02:26,32.9218,75.1947,151.0,432.0,497.0,8854.0,305.0, FlightAware ADS-B  (LHE / OPLA) ,34.0,220.88888888888889,7510.222222222222,1.976313017729807
Sun 16:02:58,32.8634,75.2343,150.0,450.0,518.0,8931.0,214.0, FlightAware ADS-B  (SXR / VISR) ,32.0,230.22222222222223,7367.111111111111,0.5988582613479616
Sun 16:03:28,32.8088,75.2714,150.0,459.0,528.0,9075.0,404.0, FlightAware ADS-B  (SXR / VISR) ,30.0,234.66666666666666,7040.0,1.1720408641504876
Sun 16:03:58,32.7535,75.3089,150.0,455.0,524.0,9335.0,572.0, FlightAware ADS-B  (SXR / VISR) ,30.0,232.88888888888889,6986.666666666667,2.132682706799897
Sun 16:04:28,32.7005,75.3447,150.0,446.0,513.0,9647.0,495.0, FlightAware ADS-B  (PEW / OPPS) ,30.0,228.0,6840.0,2.614398836001492
Sun 16:04:59,32.6457,75.3819,150.0,447.0,514.0,9837.0,367.0, FlightAware ADS-B  (LHE / OPLA) ,31.0,228.44444444444446,7081.777777777778,1.5373970894935343
Sun 16:05:29,32.5922,75.418,150.0,448.0,516.0,10020.0,396.0, FlightAware ADS-B  (PEW / OPPS) ,30.0,229.33333333333334,6880.0,1.5241808739448963
Sun 16:05:59,32.5367,75.4554,150.0,445.0,512.0,10234.0,397.0, FlightAware ADS-B  (PEW / OPPS) ,30.0,227.55555555555554,6826.666666666666,1.7963826929345448
Sun 16:06:30,32.482,75.4922,150.0,444.0,511.0,10424.0,339.0, FlightAware ADS-B  (LUH / VILD) ,31.0,227.11111111111111,7040.444444444444,1.5464250900273193
Sun 16:07:01,32.4264,75.5296,150.0,443.0,510.0,10584.0,240.0, FlightAware ADS-B  (OPLH) ,31.0,226.66666666666666,7026.666666666666,1.304760498522548
Sun 16:07:31,32.373,75.5653,150.0,445.0,512.0,10668.0,84.0, FlightAware ADS-B  (LUH / VILD) ,30.0,227.55555555555554,6826.666666666666,0.7050244534844954
Sun 16:08:01,32.3188,75.6017,150.0,443.0,510.0,10668.0,0.0, FlightAware ADS-B  (LUH / VILD) ,30.0,226.66666666666666,6800.0,0.0
Sun 16:08:32,32.2648,75.6378,150.0,442.0,509.0,10668.0,0.0, FlightAware ADS-B  (LUH / VILD) ,31.0,226.22222222222223,7012.888888888889,0.0
Sun 16:09:02,32.2114,75.6735,150.0,444.0,511.0,10668.0,0.0, FlightAware ADS-B  (LUH / VILD) ,30.0,227.11111111111111,6813.333333333333,0.0
Sun 16:09:32,32.1569,75.7099,150.0,443.0,510.0,10668.0,0.0, FlightAware ADS-B  (LUH / VILD) ,30.0,226.66666666666666,6800.0,0.0
Sun 16:10:02,32.1032,75.7455,151.0,443.0,510.0,10668.0,0.0, FlightAware ADS-B  (LUH / VILD) ,30.0,226.66666666666666,6800.0,0.0
Sun 16:10:32,32.0504,75.7806,150.0,444.0,511.0,10668.0,0.0, FlightAware ADS-B  (LUH / VILD) ,30.0,227.11111111111111,6813.333333333333,0.0
Sun 16:11:02,31.9963,75.8166,150.0,444.0,511.0,10668.0,8.0, FlightAware ADS-B  (LUH / VILD) ,30.0,227.11111111111111,6813.333333333333,0.0
Sun 16:11:33,31.9424,75.8524,151.0,443.0,510.0,10676.0,15.0, FlightAware ADS-B  (LUH / VILD) ,31.0,226.66666666666666,7026.666666666666,0.06523240063508712
Sun 16:12:03,31.8877,75.8897,148.0,444.0,511.0,10683.0,0.0, FlightAware ADS-B  (AIP / VIAX) ,30.0,227.11111111111111,6813.333333333333,0.058865537252877354
Sun 16:12:51,31.7995,75.9369,159.0,436.0,502.0,10676.0,-12.0, FlightAware ADS-B  (IXC / VICG) ,48.0,223.11111111111111,10709.333333333334,-0.03745055575981319
