Time (IST),Latitude,Longitude,Course,kts,mph,meters,Rate,Reporting Facility,Time Diff,m/s,Dist from lp,tilt
,33.988334191419305,74.77248515938722,136.0,174.0,3.197442310920451e-14,1660.289343443626,0.0,,0.0,1.4210854715202004e-14,0.0,0.0
,33.988305439516,74.77251864588982,136.0,174.0,20.000000000000032,1660.289343443626,0.0,,1.0,8.888888888888903,4.444444444444459,0.0
,33.98821918380607,74.77261910529569,136.0,174.0,40.000000000000036,1660.289343443626,0.0,,1.0,17.777777777777793,13.333333333333348,0.0
,33.98807542428953,74.77278653735559,136.0,174.0,60.000000000000036,1660.289343443626,0.0,,1.0,26.666666666666682,22.222222222222236,0.0
,33.98787416096637,74.7730209416843,136.0,174.0,80.00000000000003,1660.289343443626,0.0,,1.0,35.55555555555557,31.11111111111113,0.0
,33.98761539383659,74.77332231776067,136.0,174.0,100.00000000000003,1660.289343443626,0.0,,1.0,44.44444444444446,40.000000000000014,0.0
,33.9872991229002,74.77369066492768,136.0,174.0,120.00000000000003,1660.289343443626,0.0,,1.0,53.33333333333334,48.8888888888889,0.0
,33.986925348157186,74.77412598239229,136.0,174.0,140.0,1660.289343443626,0.0,,1.0,62.22222222222223,57.777777777777786,0.0
,33.98649406960756,74.77462826922562,136.0,174.0,160.0,1660.289343443626,0.0,,1.0,71.11111111111111,66.66666666666667,0.0
,33.98600528725132,74.77519752436282,136.0,174.0,180.0,1660.289343443626,0.0,,1.0,80.0,75.55555555555556,0.0
,33.98545900108846,74.77583374660323,136.0,174.0,200.0,1660.289343443626,0.0,,1.0,88.88888888888889,84.44444444444444,0.0
,33.984884769286396,74.77650251070547,136.0,174.0,200.0,1664.9947868680786,0.0,,1.0,88.88888888888889,88.88888888888889,2.735728116132976
,33.98431070398935,74.77717107637635,136.0,174.0,200.0,1670.1629393721262,0.0,,1.0,88.88888888888889,88.88888888888889,3.0344413858394113
,33.98373682080091,74.77783942544798,136.0,174.0,200.0,1675.7936604810723,0.0,,1.0,88.88888888888889,88.88888888888889,3.3331546555458464
,33.98316313531968,74.77850753975873,136.0,174.0,200.0,1681.8867971472193,0.0,,1.0,88.88888888888889,88.88888888888889,3.6318679252522816
,33.982589663138924,74.77917540115375,136.0,174.0,200.0,1688.4421837540294,0.0,,1.0,88.88888888888889,88.88888888888889,3.930581194958717
,33.98201641984609,74.7798429914854,136.0,174.0,200.0,1695.4596421206254,0.0,,1.0,88.88888888888889,88.88888888888889,4.229294464665152
,33.98144342102241,74.78051029261378,136.0,174.0,200.0,1702.9389815066345,0.0,,1.0,88.88888888888889,88.88888888888889,4.528007734371587
,33.980870682242475,74.78117728640724,136.0,174.0,200.0,1710.8799986173722,0.0,,1.0,88.88888888888889,88.88888888888889,4.826721004078022
,33.980298219073795,74.7818439547428,136.0,174.0,200.0,1719.2824776093682,0.0,,1.0,88.88888888888889,88.88888888888889,5.125434273784458
,33.9797260470764,74.78251027950672,136.0,174.0,200.0,1728.1461900962338,0.0,,1.0,88.88888888888889,88.88888888888889,5.424147543490893
,33.97915418180239,74.78317624259495,136.0,174.0,200.0,1737.4708951548687,0.0,,1.0,88.88888888888889,88.88888888888889,5.722860813197328
,33.97858263879556,74.78384182591363,136.0,174.0,200.0,1747.2563393320097,0.0,,1.0,88.88888888888889,88.88888888888889,6.021574082903763
,33.978011433590915,74.78450701137959,136.0,174.0,200.0,1757.5022566511204,0.0,,1.0,88.88888888888889,88.88888888888889,6.320287352610198
,33.97744058171429,74.78517178092085,136.0,174.0,200.0,1768.20836861962,0.0,,1.0,88.88888888888889,88.88888888888889,6.6190006223166336
,33.97687009868192,74.78583611647704,136.0,174.0,200.0,1779.3743842364531,0.0,,1.0,88.88888888888889,88.88888888888889,6.917713892023069
Fri 13:20:37,33.9763,74.7865,136.0,174.0,200.0,1791.0,0.0, FlightAware ADS-B  (SXR / VISR) ,1.0,88.88888888888889,88.88888888888889,7.216427161729504
Fri 13:20:57,33.9648,74.7997,140.0,176.0,203.0,2027.0,526.0, FlightAware ADS-B  (SXR / VISR) ,20.0,90.22222222222223,1804.4444444444446,7.515140431435939
Fri 13:21:17,33.9475,74.8047,181.0,206.0,237.0,2141.0,377.0, FlightAware ADS-B  (SXR / VISR) ,20.0,105.33333333333333,2106.6666666666665,3.102014665924185
Fri 13:21:37,33.9267,74.8036,183.0,233.0,268.0,2278.0,457.0, FlightAware ADS-B  (SXR / VISR) ,20.0,119.11111111111111,2382.222222222222,3.2968608005773583
Fri 13:21:57,33.9037,74.802,184.0,260.0,299.0,2446.0,699.0, FlightAware ADS-B  (SXR / VISR) ,20.0,132.88888888888889,2657.777777777778,3.624122621789462
Fri 13:22:28,33.8655,74.7989,184.0,273.0,314.0,2873.0,824.0, FlightAware ADS-B  (SXR / VISR) ,31.0,139.55555555555554,4326.222222222222,5.6643404609102594
Fri 13:22:58,33.8263,74.7969,175.0,283.0,326.0,3284.0,922.0, FlightAware ADS-B  (SXR / VISR) ,30.0,144.88888888888889,4346.666666666667,5.425720255937606
Fri 13:23:29,33.7878,74.8062,168.0,274.0,315.0,3810.0,961.0, FlightAware ADS-B  (SXR / VISR) ,31.0,140.0,4340.0,6.961256639818217
Fri 13:24:06,33.7416,74.8177,168.0,275.0,316.0,4374.0,839.0, FlightAware ADS-B  (SXR / VISR) ,37.0,140.44444444444446,5196.444444444445,6.230914907755352
Fri 13:24:36,33.704,74.8268,169.0,283.0,326.0,4747.0,754.0, FlightAware ADS-B  (SXR / VISR) ,30.0,144.88888888888889,4346.666666666667,4.922770460314758
Fri 13:25:06,33.6642,74.8364,169.0,290.0,334.0,5128.0,808.0, FlightAware ADS-B  (SXR / VISR) ,30.0,148.44444444444446,4453.333333333334,4.90787658295241
Fri 13:25:36,33.6255,74.8457,169.0,289.0,333.0,5555.0,605.0, FlightAware ADS-B  (SXR / VISR) ,30.0,148.0,4440.0,5.518731645863752
Fri 13:26:11,33.5767,74.8574,169.0,318.0,366.0,5784.0,353.0, FlightAware ADS-B  (OPQS) ,35.0,162.66666666666666,5693.333333333333,2.305200347592164
Fri 13:26:46,33.5235,74.8702,169.0,348.0,400.0,5966.0,334.0, FlightAware ADS-B  (OPQS) ,35.0,177.77777777777777,6222.222222222222,1.6761406158966787
