Time (IST),Latitude,Longitude,Course,kts,mph,meters,Rate,Reporting Facility,Time Diff,m/s,Dist from lp,tilt
,33.995342348464526,74.76352003306688,135.0,175.0,-6.394884621840902e-14,1663.3702288848065,0.0,,0.0,-2.842170943040401e-14,0.0,0.0
,33.99531394419839,74.76355429291264,135.0,175.0,20.099999999999937,1663.3702288848065,0.0,,1.0,8.933333333333305,4.466666666666638,0.0
,33.99522873139998,74.76365707234685,135.0,175.0,40.19999999999994,1663.3702288848065,0.0,,1.0,17.86666666666664,13.399999999999972,0.0
,33.9950867100693,74.76382837111748,135.0,175.0,60.29999999999994,1663.3702288848065,0.0,,1.0,26.799999999999972,22.333333333333307,0.0
,33.994887880206356,74.76406818883514,135.0,175.0,80.39999999999993,1663.3702288848065,0.0,,1.0,35.733333333333306,31.266666666666637,0.0
,33.99463224181113,74.76437652497295,135.0,175.0,100.49999999999994,1663.3702288848065,0.0,,1.0,44.66666666666664,40.199999999999974,0.0
,33.99431979488365,74.76475337886662,135.0,175.0,120.59999999999995,1663.3702288848065,0.0,,1.0,53.59999999999998,49.13333333333331,0.0
,33.99395053942389,74.76519874971441,135.0,175.0,140.69999999999996,1663.3702288848065,0.0,,1.0,62.53333333333332,58.06666666666665,0.0
,33.99352447543186,74.76571263657723,135.0,175.0,160.79999999999998,1663.3702288848065,0.0,,1.0,71.46666666666665,66.99999999999999,0.0
,33.99304160290756,74.76629503837857,135.0,175.0,180.89999999999998,1663.3702288848065,0.0,,1.0,80.39999999999999,75.93333333333332,0.0
,33.99250192185099,74.76694595390451,135.0,175.0,201.0,1663.3702288848065,0.0,,1.0,89.33333333333333,84.86666666666666,0.0
,33.991934158315985,74.76763073545479,135.0,175.0,201.0,1666.3766164225035,0.0,,1.0,89.33333333333333,89.33333333333333,1.8112538696439344
,33.9913664351175,74.76831546378013,135.0,175.0,201.0,1669.565813202141,0.0,,1.0,89.33333333333333,89.33333333333333,1.9285729335584072
,33.99079875463581,74.7690001360108,135.0,175.0,201.0,1672.9378058524362,0.0,,1.0,89.33333333333333,89.33333333333333,2.04589199747288
,33.99023111925103,74.76968474927743,135.0,175.0,201.0,1676.4925802357013,0.0,,1.0,89.33333333333333,89.33333333333333,2.1632110613873525
,33.98966353134306,74.77036930071087,135.0,175.0,201.0,1680.2301214479035,0.0,,1.0,89.33333333333333,89.33333333333333,2.280530125301825
,33.98909599329163,74.77105378744234,135.0,175.0,201.0,1684.1504138187265,0.0,,1.0,89.33333333333333,89.33333333333333,2.3978491892162976
,33.98852850747624,74.7717382066034,135.0,175.0,201.0,1688.2534409116377,0.0,,1.0,89.33333333333333,89.33333333333333,2.51516825313077
,33.987961076276164,74.77242255532592,135.0,175.0,201.0,1692.5391855239552,0.0,,1.0,89.33333333333333,89.33333333333333,2.6324873170452427
,33.98739370207048,74.77310683074211,135.0,175.0,201.0,1697.0076296869217,0.0,,1.0,89.33333333333333,89.33333333333333,2.7498063809597153
,33.98682638723799,74.77379102998458,135.0,175.0,201.0,1701.6587546657788,0.0,,1.0,89.33333333333333,89.33333333333333,2.867125444874188
,33.98625913415727,74.7744751501863,135.0,175.0,201.0,1706.4925409598457,0.0,,1.0,89.33333333333333,89.33333333333333,2.9844445087886604
